RowNumber,CustomerId,Surname,Geography,Gender,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
6336,15740428,Wyatt,France,Female,507,35,1,0,2,0,0,92131.54,stay
6337,15781534,Rapuluolisa,Germany,Female,536,35,4,121520.36,1,0,0,77178.42,stay
6338,15618243,Buckland,Spain,Female,730,43,1,103960.38,1,1,1,193650.16,stay
6339,15784161,Hargreaves,Germany,Male,583,39,8,102945.01,1,0,0,52861.89,stay
6340,15700325,Onyeoruru,France,Female,644,24,8,92760.55,1,1,0,35896.75,stay
6341,15659064,Salas,Spain,Male,790,37,8,0,2,1,1,149418.41,stay
6342,15658364,Laney,Germany,Female,807,40,1,134590.21,1,1,1,46253.65,stay
6343,15704340,Fu,France,Female,581,37,10,104255.03,1,1,0,86609.37,stay
6344,15793455,Tien,Spain,Female,627,55,6,0,1,0,0,91943.94,leave
6345,15579777,Sazonova,France,Male,850,41,3,0,2,1,0,128892.36,stay
6346,15632345,Tuan,France,Female,754,35,4,0,2,1,0,44830.71,stay
6347,15814468,Wei,Germany,Male,551,50,1,121399.98,1,0,1,84508.44,leave
6348,15754820,Bergamaschi,Germany,Male,637,35,8,147127.81,2,1,1,84760.7,stay
6349,15707505,Taylor,Spain,Male,699,31,8,125927.51,2,1,0,147661.47,stay
6350,15699507,Messersmith,France,Female,542,25,7,0,2,0,1,82393.08,stay
6351,15799600,Coles,Germany,Male,640,48,1,111599.32,1,0,1,135995.58,stay
6352,15794472,Brookes,France,Female,553,27,3,0,2,0,0,159800.16,stay
6353,15646632,Reid,France,Male,741,38,9,0,2,1,0,14379.01,stay
6354,15676353,Etheridge,France,Male,598,35,8,114212.6,1,1,1,74322.85,stay
6355,15566312,Jolly,Spain,Female,660,42,5,0,3,1,1,189016.24,leave
6356,15570414,Chizoba,Spain,Male,618,41,4,115251.64,1,0,0,136435.75,stay
6357,15776743,Eberegbulam,France,Male,647,43,9,0,2,1,1,78488.39,stay
6358,15674637,Pagnotto,France,Female,491,68,3,107571.61,1,0,1,113695.99,stay
6359,15730418,Lucchesi,France,Female,652,32,2,0,2,1,0,54628.11,stay
6360,15739972,Hughes,Germany,Female,650,45,9,152367.21,3,1,0,150835.21,leave
6361,15661591,Panicucci,Germany,Male,413,39,1,130969.77,2,1,1,158891.79,stay
6362,15675585,Burns,Germany,Female,416,25,0,97738.97,2,1,1,160523.33,stay
6363,15814750,Ricci,Spain,Male,629,34,8,0,2,1,1,180595.02,stay
6364,15593454,Lambert,Spain,Female,678,40,4,113794.22,1,1,0,16618.76,stay
6365,15663421,Esposito,Spain,Male,527,28,6,128396.33,2,1,0,79919.97,stay
6366,15576196,Benson,Spain,Female,743,48,5,118207.69,2,0,0,186489.14,leave
6367,15677324,Botts,Germany,Male,683,73,9,124730.26,1,1,1,51999.5,stay
6368,15568742,Parkes,France,Female,536,41,9,0,1,1,0,121299.14,stay
6369,15693764,Mai,Spain,Male,663,52,0,136298.65,1,1,0,144593.3,leave
6370,15714260,Castiglione,France,Female,646,38,2,0,2,0,0,178752.73,stay
6371,15798200,Manna,France,Male,707,35,2,0,3,1,1,94148.3,stay
6372,15656627,Lin,France,Male,602,34,5,0,2,1,1,77414.45,stay
6373,15791111,Fink,France,Female,635,47,2,125724.95,2,1,0,63236.97,stay
6374,15638269,Baresi,France,Male,597,67,2,0,2,0,1,108645.85,stay
6375,15807473,Morehead,France,Male,503,38,1,0,2,1,1,95153.24,stay
6376,15708534,Afamefuna,Spain,Female,524,64,5,0,1,1,0,136079.64,leave
6377,15640686,Greco,France,Male,700,46,5,95872.86,1,1,0,98273.01,leave
6378,15588904,Balashova,France,Male,692,33,9,0,1,1,0,113505.93,leave
6379,15768763,Bogdanov,France,Male,562,37,2,0,1,0,1,52525.15,leave
6380,15770543,Lowe,France,Male,679,37,7,74260.03,1,1,0,194617.98,stay
6381,15642162,Ponce,Germany,Male,603,35,1,123407.69,1,1,0,152541.89,leave
6382,15714046,Trevisano,Spain,Male,720,33,3,123783.91,2,1,1,142903.44,stay
6383,15575060,Gardner,France,Male,797,24,5,0,2,1,0,182257.61,stay
6384,15812040,Lorenzo,France,Male,594,36,6,153880.15,1,0,0,135431.72,stay
6385,15812073,Palmer,France,Female,529,31,7,0,2,1,1,175697.87,stay
6386,15706810,Zuyeva,Germany,Female,606,32,1,106301.85,2,0,1,59061.25,stay
6387,15584090,Jen,Spain,Female,621,40,7,0,2,0,1,131283.6,leave
6388,15810807,Alekseeva,France,Female,513,43,9,0,2,1,0,152499.8,stay
6389,15582033,Manfrin,Germany,Male,753,44,3,138076.47,1,1,0,15523.09,leave
6390,15687607,Chiemenam,France,Female,605,30,9,135422.31,1,0,1,186418.85,stay
6391,15588406,Chiemenam,Spain,Female,574,37,7,0,2,1,0,32262.28,stay
6392,15784099,Clark,France,Female,726,38,5,126875.62,1,1,0,128052.29,stay
6393,15701352,Fanucci,Spain,Female,611,28,3,96381.68,2,1,0,181419.29,stay
6394,15789371,Cattaneo,Germany,Female,593,41,4,119703.1,2,1,1,109783.29,stay
6395,15602845,Udinesi,Germany,Male,466,41,2,152102.18,2,1,0,181879.56,stay
6396,15707918,Bentley,Germany,Female,741,36,0,127675.39,2,1,0,74260.16,stay
6397,15602812,Holmes,Germany,Female,684,44,2,133776.86,2,0,1,49865.04,stay
6398,15675888,Austin,Spain,Female,550,33,9,72788.03,1,1,1,103608.06,stay
6399,15591822,Mackenzie,Spain,Male,593,26,9,76226.9,1,1,0,167564.82,stay
6400,15738501,Booth,Germany,Male,601,48,9,163630.76,1,0,1,41816.49,leave
6401,15585907,Collier,Spain,Female,676,30,5,0,2,0,0,179066.58,stay
6402,15579040,Hs?,France,Female,556,46,10,0,2,0,0,109184.24,stay
6403,15804211,Oluchukwu,France,Male,719,36,3,155423.17,1,1,1,199841.32,stay
6404,15736126,Sung,Germany,Male,850,55,0,98710.89,1,1,1,83617.17,leave
6405,15745399,Marino,Spain,Female,649,49,2,0,1,1,0,84863.85,leave
6406,15760749,Vinogradov,Spain,Male,509,41,7,126683.8,1,0,1,114775.53,stay
6407,15637118,Burns,France,Male,684,33,4,140700.61,1,1,0,103557.93,stay
6408,15657829,Fanucci,Germany,Male,806,30,8,168078.83,1,1,0,85028.36,leave
6409,15738497,Chukwujamuike,Spain,Male,729,44,4,107726.93,2,1,0,153064.87,stay
6410,15690695,Flynn,France,Female,683,33,9,0,2,1,1,38784.42,stay
6411,15762351,Chao,Spain,Female,689,63,1,0,2,1,1,186526.12,stay
6412,15791172,Yeh,Germany,Female,672,21,1,35741.69,1,1,0,28789.94,stay
6413,15598982,Klein,Germany,Female,602,53,5,98268.84,1,0,1,45038.29,leave
6414,15734765,Mahmood,France,Female,739,20,4,133800.98,1,0,1,150245.81,stay
6415,15642912,Tu,France,Female,618,21,2,125682.79,1,0,0,57762,stay
6416,15769516,Shcherbakov,France,Female,674,42,9,0,2,1,0,4292.72,stay
6417,15789379,Zetticci,France,Male,762,26,6,130428.78,1,1,0,173365.89,stay
6418,15695103,Carr,Spain,Male,790,37,6,0,2,1,1,119484.01,stay
6419,15801924,Browne,Spain,Female,754,27,8,0,2,0,0,121821.16,stay
6420,15767804,Feng,France,Male,729,44,6,0,2,1,0,151733.43,stay
6421,15718039,Ferguson,Germany,Female,606,47,0,137138.2,2,0,1,53784.22,stay
6422,15579994,Shaw,France,Male,616,23,8,73112.95,1,1,1,62733.05,stay
6423,15595037,Palermo,France,Male,772,47,9,152347.01,1,0,1,17671.78,stay
6424,15600720,Moore,Spain,Male,652,41,8,115144.68,1,1,0,188905.43,stay
6425,15782608,Huang,France,Male,743,43,5,0,2,0,0,113079.19,leave
6426,15566894,Gray,France,Male,793,39,3,137817.52,1,0,0,83997.79,stay
6427,15749123,Sokolova,Spain,Male,743,45,7,157332.26,1,1,0,125424.42,stay
6428,15668943,Henderson,France,Male,746,37,2,0,2,1,0,143194.05,stay
6429,15577423,Mosley,Germany,Female,627,39,5,124586.93,1,1,0,93132.61,leave
6430,15623102,Nnaemeka,Spain,Male,713,38,6,116980.78,2,0,1,76038.38,stay
6431,15728012,Everett,Spain,Female,678,40,3,128398.38,1,1,0,168658.3,stay
6432,15683363,Goddard,Spain,Male,540,39,1,0,1,0,1,108419.41,stay
6433,15699335,Kuo,Germany,Female,615,33,3,137657.25,2,1,1,171657.57,stay
6434,15574369,Bianchi,Spain,Male,415,53,5,167259.44,1,1,1,22357.25,stay
6435,15703167,Rouse,France,Female,628,45,8,0,2,1,0,193903.06,stay
6436,15754874,Nwoye,France,Male,700,26,4,119009.57,1,1,0,141926.43,stay
6437,15723216,Greco,Germany,Male,623,33,2,80002.33,1,1,1,104079.62,stay
6438,15725094,Fang,France,Female,623,37,4,140211.88,1,1,1,93832.33,stay
6439,15647974,Chiemenam,France,Female,679,44,3,118742.74,2,1,0,1568.91,stay
6440,15583371,Artemiev,Spain,Male,632,37,1,138207.08,1,1,0,60778.11,leave
6441,15772559,Burrows,France,Female,790,47,10,148636.21,1,0,1,16119.96,leave
6442,15711251,Chizuoke,France,Male,514,45,1,178827.79,1,1,0,60375.18,stay
6443,15719212,T'ien,France,Male,491,33,5,83134.3,1,1,0,187946.55,stay
6444,15764927,Rogova,France,Male,753,92,3,121513.31,1,0,1,195563.99,stay
6445,15731412,Trevisano,Germany,Female,693,37,6,95900.04,1,1,1,38196.24,stay
6446,15719170,Sagese,France,Female,679,30,1,112543.42,1,1,1,179435.21,stay
6447,15596011,Artyomova,Spain,Male,529,34,9,0,1,1,1,93208.22,stay
6448,15614834,Long,Spain,Female,619,31,3,141751.82,1,0,1,61531.86,stay
6449,15600510,Hsueh,Spain,Female,680,37,6,124140.57,2,1,0,92826.35,stay
6450,15625706,White,Germany,Male,693,45,2,116546.59,2,0,0,23140.28,leave
6451,15781409,Lazarev,France,Female,834,28,6,0,1,1,0,74287.53,stay
6452,15722583,Benjamin,Spain,Female,636,29,6,157576.47,2,1,1,101102.39,stay
6453,15677243,Wan,Spain,Male,538,43,5,0,2,1,0,126933.73,stay
6454,15815070,Romano,Germany,Female,566,44,5,141428.99,2,0,0,68408.74,stay
6455,15705899,Craig,Spain,Male,597,35,0,127510.99,1,1,1,155356.34,stay
6456,15701522,Yermolayeva,France,Female,711,29,9,0,2,0,1,3234.8,stay
6457,15755978,Tseng,France,Male,606,31,10,0,2,1,0,195209.4,stay
6458,15722090,Tseng,Spain,Male,615,51,6,81818.49,1,1,1,169149.38,stay
6459,15783526,Le Hunte,France,Male,589,36,1,100895.54,1,1,1,68075.14,stay
6460,15632125,Blake,Germany,Male,606,45,5,63832.43,1,1,1,93707.8,stay
6461,15688395,Lane,France,Male,582,29,4,0,2,0,0,156153.27,stay
6462,15666975,Sparks,France,Female,710,36,4,116085.06,1,1,0,58601.61,stay
6463,15682211,Tu,France,Male,467,57,1,0,2,1,1,114448.77,stay
6464,15637411,Tochukwu,France,Male,749,30,1,0,2,0,1,126551.65,stay
6465,15591512,Whittaker,Germany,Female,564,33,2,115761.51,1,0,1,112350.21,leave
6466,15606855,Wang,Spain,Male,730,26,6,0,2,1,1,185808.7,stay
6467,15763683,Northern,Germany,Male,678,32,4,139626.01,1,1,1,118235.52,leave
6468,15641782,Humphries,France,Female,540,31,7,0,1,0,1,183051.6,leave
6469,15677184,Cremonesi,France,Female,767,35,6,115576.44,1,0,1,27922.45,stay
6470,15775042,Ku,France,Female,615,23,4,0,2,1,0,196476.19,stay
6471,15616630,Tobenna,Germany,Female,583,41,5,77647.6,1,1,0,190429.52,stay
6472,15800233,Okwuadigbo,France,Female,850,40,5,0,2,1,0,35034.15,stay
6473,15588419,Johnston,Germany,Female,651,34,10,148962.46,1,1,0,66389.43,leave
6474,15595557,Li,France,Male,798,22,8,0,2,1,0,107615.43,stay
6475,15626143,Talbot,France,Male,695,37,2,0,2,1,1,99692.65,stay
6476,15566030,Tu,Germany,Male,497,41,5,80542.81,1,0,0,88729.22,leave
6477,15701412,T'ien,France,Male,739,40,4,0,2,0,0,173321.65,stay
6478,15702464,Ross,France,Female,549,34,4,0,2,0,0,139463.57,stay
6479,15573348,Maclean,France,Male,850,35,9,102050.47,1,1,1,3769.71,stay
6480,15704160,Wan,Spain,Male,648,49,5,0,1,1,0,149946.43,leave
6481,15693704,Tsou,France,Female,679,24,6,114948.76,2,0,1,135768.25,stay
6482,15664752,Jack,Germany,Male,606,39,8,136000.45,2,1,0,31708.53,stay
6483,15628292,Lucchesi,France,Male,850,32,4,156001.68,2,1,1,151677.31,stay
6484,15621195,Ch'eng,Germany,Male,619,41,3,147974.16,2,1,0,170518.83,stay
6485,15668629,Saunders,Spain,Male,719,44,2,0,2,1,0,196582.19,stay
6486,15635197,Glover,Germany,Male,640,26,5,90402.77,1,1,1,3298.65,stay
6487,15592761,Tung,France,Male,710,40,5,0,2,0,0,162878.96,stay
6488,15574283,Padovano,France,Male,580,31,2,0,2,0,1,64014.24,stay
6489,15598097,Johnstone,France,Male,550,44,9,0,2,1,0,26257.01,stay
6490,15711352,Endrizzi,France,Female,841,31,3,162701.65,2,1,1,126794.56,stay
6491,15620751,Secombe,France,Male,760,34,2,0,2,1,0,164162.44,stay
6492,15656717,Elewechi,France,Female,687,30,6,0,2,0,0,179206.92,stay
6493,15643121,Chu,Germany,Female,753,35,5,82453.96,2,0,0,18254.75,stay
6494,15723671,Lucciano,France,Male,661,35,9,100107.99,1,1,0,83949.68,stay
6495,15752846,Pinto,France,Male,699,28,7,0,2,1,1,22684.78,stay
6496,15640852,McGregor,Germany,Female,617,39,5,83348.89,3,1,0,7953.62,leave
6497,15789313,Ugorji,Germany,Female,595,44,4,96553.52,2,1,0,143952.24,leave
6498,15793688,Bancks,France,Male,669,50,9,201009.64,1,1,0,158032.5,leave
6499,15770405,Warlow-Davies,France,Female,613,27,5,125167.74,1,1,0,199104.52,stay
6500,15702561,Dale,France,Male,782,32,9,0,1,1,1,87566.97,stay
6501,15625964,Buckley,France,Female,582,43,5,153313.67,1,0,0,170563.73,stay
6502,15761364,Nkemjika,France,Male,679,30,9,0,2,1,0,157871.55,stay
6503,15590286,Fairley,France,Female,611,40,2,125879.29,1,1,0,93203.43,stay
6504,15587978,Boothby,Germany,Female,455,37,6,170057.62,1,0,1,54398.56,stay
6505,15773242,Chukwuhaenye,France,Male,621,32,1,0,2,1,1,168779.47,stay
6506,15761053,Lock,Germany,Male,596,48,2,131326.47,1,0,0,1140.02,leave
6507,15702095,Clarke,Spain,Female,585,56,1,128472.8,1,1,0,186476.91,leave
6508,15764253,Ramsey,France,Male,742,32,6,160485.16,1,1,0,29023.03,stay
6509,15700801,Eipper,Germany,Male,850,42,6,84445.68,3,0,1,60021.34,leave
6510,15730590,Ko,Germany,Female,738,40,1,115409.18,2,0,0,180456.8,stay
6511,15643916,Munro,Spain,Male,619,46,8,62400.48,1,1,1,132498.39,leave
6512,15720636,McGregor,France,Female,628,50,4,143054.56,1,0,1,109608.81,leave
6513,15795429,Henderson,France,Male,487,24,7,133628.09,2,1,1,98570.01,stay
6514,15609254,Fernandez,Spain,Female,513,41,9,107135.04,2,1,1,160546.58,stay
6515,15625141,Porter,Spain,Male,563,26,7,0,2,0,0,6139.74,stay
6516,15810898,Pan,France,Female,803,65,2,151659.52,2,0,1,6930.17,stay
6517,15775797,Esposito,Spain,Female,607,32,7,0,3,0,1,10674.62,stay
6518,15795246,Kaeppel,Germany,Female,628,51,9,155903.82,2,1,1,71159.84,stay
6519,15795275,Lamb,Spain,Female,521,49,4,82940.25,2,0,0,62413.01,leave
6520,15571869,Lei,Germany,Female,669,50,4,112650.89,1,0,0,166386.22,leave
6521,15694143,Conti,France,Female,686,41,10,0,1,1,0,133086.45,stay
6522,15748231,Hargreaves,Germany,Male,700,35,4,95853.39,2,1,0,192933.37,stay
6523,15632185,Yermolayev,France,Female,663,42,1,82228.67,2,1,0,71359.78,stay
6524,15806249,Kerr,Spain,Female,671,31,4,0,2,0,1,79270.02,stay
6525,15743293,Waters,Germany,Female,651,35,1,163700.78,3,1,1,29583.48,leave
6526,15598157,Onyeorulu,France,Male,728,34,4,106328.08,1,1,0,88680.65,stay
6527,15700946,Kolesnikova,France,Female,574,34,7,152992.91,1,1,1,134691.2,stay
6528,15722692,Kazakova,France,Male,464,38,3,116439.65,1,1,0,75574.48,stay
6529,15696506,MacDonald,Spain,Male,604,27,9,101352.78,1,0,0,30252.3,stay
6530,15728823,Sharwood,Spain,Female,836,37,10,0,2,1,0,111324.41,stay
6531,15808851,Bufkin,Germany,Female,511,75,9,105609.17,1,0,1,105425.18,stay
6532,15675231,Nwankwo,France,Female,518,45,8,0,2,1,1,36193.07,stay
6533,15732299,Boniwell,France,Male,756,67,4,0,3,1,1,93081.87,stay
6534,15706269,Willis,France,Female,489,47,8,103894.38,2,1,1,107625.46,stay
6535,15590078,Burns,Spain,Male,622,27,9,139834.93,1,1,1,152733.89,stay
6536,15776985,Kung,France,Female,652,36,6,112518.71,2,0,1,110421.31,stay
6537,15756743,Howells,France,Female,625,37,7,115895.42,1,1,0,48486.25,stay
6538,15782364,Bevan,Spain,Female,521,39,3,146408.68,1,0,0,72993.67,stay
6539,15604093,Neitenstein,France,Male,546,34,4,165363.31,2,1,1,25744.13,leave
6540,15749328,Johnson,France,Female,697,45,1,0,2,1,0,46807.62,leave
6541,15656322,Sandover,Germany,Male,571,33,3,71843.15,1,1,0,26772.04,stay
6542,15685564,Nnamutaezinwa,Spain,Male,748,35,5,105492.53,1,1,1,150057.2,stay
6543,15785831,Sinclair,France,Male,591,35,7,183027.25,1,1,1,56028.79,stay
6544,15796218,Wei,Germany,Male,814,29,1,131968.57,2,1,1,147693.92,stay
6545,15716218,Higgins,France,Female,709,45,3,104118.5,1,0,1,174032,stay
6546,15572735,Chang,Spain,Male,433,27,2,0,2,1,1,153698.65,stay
6547,15633840,Henderson,France,Male,781,20,0,125023.1,2,1,1,108301.45,stay
6548,15608760,Cox,France,Female,656,30,4,74323.2,1,1,1,22929.08,stay
6549,15627848,Tsui,France,Male,683,38,7,109346.13,2,1,0,102665.92,stay
6550,15792029,Lee,France,Male,620,32,6,0,2,1,0,56139.09,stay
6551,15617331,Sergeyeva,Germany,Female,637,39,3,109698.41,1,1,1,88391.29,leave
6552,15651740,Napolitani,Spain,Female,525,30,5,0,2,0,1,149195.44,stay
6553,15636407,Beatham,Germany,Female,793,34,5,127758.09,1,1,0,143357.03,stay
6554,15607526,Lu,Germany,Male,638,50,1,102645.48,1,1,0,168359.98,leave
6555,15632576,Yashina,France,Male,520,31,4,93249.4,1,1,0,77335.75,stay
6556,15581505,Bales,France,Male,641,35,5,0,2,1,0,93148.93,stay
6557,15612207,Hill,Germany,Female,840,51,1,87779.83,1,0,1,36687.11,leave
6558,15707242,Ibeamaka,Spain,Male,504,40,5,0,2,0,0,146703.36,stay
6559,15721937,Romilly,France,Male,686,38,0,138131.34,1,0,1,115927.85,stay
6560,15773852,Hayes,Germany,Male,533,38,4,70362.52,2,1,1,104189.46,stay
6561,15719778,Chiu,France,Female,577,32,1,0,2,1,0,9902.39,stay
6562,15650538,Sun,Germany,Female,445,48,7,168286.58,1,1,0,16645.77,leave
6563,15797475,Brennan,France,Male,720,44,3,86102.27,1,1,0,180134.88,leave
6564,15780359,Storey,Germany,Male,643,25,4,115142.9,1,1,1,148098.95,stay
6565,15737104,Lawson,Germany,Female,652,47,0,126597.89,2,1,1,38798.79,leave
6566,15789936,T'ao,France,Female,663,33,2,0,2,1,0,153295,stay
6567,15709523,Yao,Germany,Female,525,30,0,157989.21,2,1,1,100687.67,stay
6568,15593425,Bracewell,Spain,Female,662,54,1,187997.15,1,0,0,111442.71,leave
6569,15776725,Kerr,Germany,Male,724,54,8,172192.49,1,1,1,136902.01,stay
6570,15604706,Blake,Germany,Male,581,38,1,133105.47,1,1,0,105732.9,leave
6571,15790958,Sanders,Spain,Male,685,38,4,0,2,1,1,35884.91,stay
6572,15747534,Torkelson,France,Male,595,46,10,0,1,1,0,73489.15,leave
6573,15574237,Hsueh,France,Female,588,21,8,0,2,1,1,110114.19,stay
6574,15690332,Wang,Germany,Male,647,35,3,192407.97,1,1,1,40145.28,stay
6575,15661290,Hightower,Germany,Female,785,38,9,107199.75,1,0,0,146398.51,stay
6576,15651883,Genovesi,Germany,Female,794,55,6,115796.7,1,1,0,160526.36,leave
6577,15808905,Levan,France,Male,823,37,5,164858.18,1,1,1,173516.71,stay
6578,15715532,Lai,Germany,Male,687,38,4,117633.28,1,0,1,88396.6,stay
6579,15786078,Loginov,France,Female,850,28,9,0,2,1,0,185821.41,stay
6580,15652401,Lafleur,France,Female,496,36,7,0,2,0,0,108098.28,stay
6581,15673074,Obidimkpa,Germany,Female,527,30,6,126663.51,1,1,1,162267.91,stay
6582,15598744,Ch'ang,Germany,Female,576,71,6,140273.47,1,1,1,193135.25,leave
6583,15785975,Mason,Spain,Female,525,60,7,0,2,0,1,168034.9,stay
6584,15613180,Miranda,Germany,Male,727,21,8,153344.72,1,1,1,163295.87,stay
6585,15584229,Simon,Germany,Female,671,23,9,123943.18,1,1,1,159553.27,stay
6586,15773804,Golubeva,France,Male,625,39,5,0,1,1,0,99800.87,stay
6587,15699515,Manfrin,Germany,Male,643,33,7,98630.31,2,1,1,40250.82,stay
6588,15705313,Stange,France,Female,707,33,2,58036.33,1,1,1,83335.78,stay
6589,15693817,Ferrari,Spain,Male,539,28,5,0,2,1,0,48382.4,stay
6590,15673790,Taylor,Germany,Male,498,45,7,109200.74,2,0,1,165990.44,stay
6591,15674868,Wei,Spain,Female,696,30,0,0,2,1,1,9002.8,stay
6592,15692110,Ch'eng,France,Female,758,33,7,0,1,1,0,188156.34,stay
6593,15645904,Parsons,France,Female,685,33,6,0,2,0,1,186785.01,stay
6594,15581332,Pan,Germany,Female,655,30,1,83173.98,2,1,1,184259.6,stay
6595,15808544,Cameron,France,Female,747,40,3,0,1,0,0,57817.84,leave
6596,15734948,Igwebuike,Spain,Male,601,24,7,0,2,0,0,144660.42,stay
6597,15654531,Tuan,France,Male,477,22,5,82559.42,2,0,0,163112.9,leave
6598,15637774,Fraser,France,Male,558,32,5,73494.21,1,0,0,136301.1,stay
6599,15677141,Turnbull,Spain,Male,586,29,2,132450.24,1,1,1,36176.63,stay
6600,15739578,Chiazagomekpere,France,Male,850,49,6,128663.9,1,1,0,65769.3,leave
6601,15697360,Yudina,France,Female,505,36,2,79951.9,1,0,1,174123.16,leave
6602,15655213,Udinese,Germany,Female,591,51,8,132508.3,1,1,1,161304.68,leave
6603,15580872,Chinweike,Germany,Female,761,38,1,120530.13,2,1,0,109394.62,stay
6604,15683213,Bergamaschi,France,Female,554,35,10,74988.59,2,0,1,190155.13,stay
6605,15801188,Milliner,France,Female,774,47,6,94722.88,1,0,1,61450.96,stay
6606,15645029,Knowles,Spain,Female,771,33,5,0,2,1,0,8673.43,stay
6607,15633181,Swinton,France,Male,792,31,6,71269.89,2,0,1,125912.77,stay
6608,15598259,Gregory,Germany,Female,673,41,9,98612.1,1,1,0,151349.35,stay
6609,15576000,Chibueze,France,Male,765,40,6,138033.55,1,1,1,67972.45,stay
6610,15766047,Sukhorukova,France,Female,748,41,2,91621.69,1,1,1,71139.31,stay
6611,15596339,French,France,Male,422,54,3,140014.42,1,0,1,86350.97,stay
6612,15715199,Estrada,Spain,Male,568,27,5,126815.97,2,0,1,118648.12,stay
6613,15615938,Fleming,France,Female,502,64,3,139663.37,1,0,1,100995.11,stay
6614,15679991,Kennedy,France,Female,524,28,7,0,2,0,1,147100.72,stay
6615,15626135,Combes,France,Male,689,34,1,165312.27,1,1,0,155495.63,stay
6616,15792934,Carruthers,France,Male,661,26,8,0,2,0,0,196875.87,stay
6617,15744046,Andrejew,Spain,Male,606,33,8,0,2,1,1,63176.77,stay
6618,15700826,Ko,Germany,Female,678,54,1,123699.28,2,0,1,105221.76,stay
6619,15756301,Daniels,Germany,Female,636,29,3,97325.15,1,0,1,131924.38,stay
6620,15586517,Toscano,France,Male,647,32,5,97041.16,1,1,1,23132.73,stay
6621,15751297,Wilson,France,Male,732,36,5,0,2,1,0,161428.25,stay
6622,15710365,Thomson,France,Male,646,50,0,104129.24,2,1,0,181794.86,leave
6623,15679307,Kazantseva,France,Female,559,43,1,0,1,0,1,86634.3,stay
6624,15610753,Cremonesi,France,Male,581,28,3,104367.5,1,1,1,29937.75,stay
6625,15811036,Ferri,France,Male,565,46,7,135369.71,1,0,1,140130.22,stay
6626,15610912,Ferri,Spain,Female,657,41,6,112119.48,1,1,0,17536.82,stay
6627,15619932,Lombardi,France,Male,847,66,7,123760.68,1,0,1,53157.16,stay
6628,15746199,Eluemuno,France,Female,558,41,6,0,1,1,1,143585.29,leave
6629,15584967,Chiganu,Spain,Male,596,57,6,0,2,1,1,72402,stay
6630,15734365,Hsueh,France,Male,579,39,5,0,2,0,1,39891.84,stay
6631,15726960,O'Brien,France,Female,741,36,3,0,2,1,1,89804.83,stay
6632,15665177,Booth,France,Male,613,44,3,0,2,0,1,136491.72,stay
6633,15779915,O'Loghlin,Spain,Male,694,31,5,0,1,1,0,35593.18,stay
6634,15729110,Lavrov,Spain,Female,729,42,7,0,2,1,0,58268.2,leave
6635,15575399,Somadina,France,Female,480,42,1,152160.21,2,1,0,101778.9,stay
6636,15678374,Colombo,France,Female,666,59,5,0,2,1,1,185123.09,stay
6637,15792679,Troupe,France,Male,575,24,2,0,2,1,1,119927.81,stay
6638,15668767,Kenenna,France,Male,850,36,3,0,2,1,0,195033.07,stay
6639,15761886,Franklin,France,Male,740,36,4,172381.8,1,1,1,86480.29,stay
6640,15583076,Deleon,Germany,Male,588,41,6,106116.56,2,1,0,198766.61,stay
6641,15815615,Kung,France,Male,681,36,5,141952.07,1,1,1,185144.08,stay
